timepoint_id	timestamp	timeseries
2001007090	2020-01-09-00:00	200701090
2001017090	2020-01-09-01:00	200701090
2001027090	2020-01-09-02:00	200701090
2001037090	2020-01-09-03:00	200701090
2001047090	2020-01-09-04:00	200701090
2001057090	2020-01-09-05:00	200701090
2001067090	2020-01-09-06:00	200701090
2001077090	2020-01-09-07:00	200701090
2001087090	2020-01-09-08:00	200701090
2001097090	2020-01-09-09:00	200701090
2001107090	2020-01-09-10:00	200701090
2001117090	2020-01-09-11:00	200701090
2001127090	2020-01-09-12:00	200701090
2001137090	2020-01-09-13:00	200701090
2001147090	2020-01-09-14:00	200701090
2001157090	2020-01-09-15:00	200701090
2001167090	2020-01-09-16:00	200701090
2001177090	2020-01-09-17:00	200701090
2001187090	2020-01-09-18:00	200701090
2001197090	2020-01-09-19:00	200701090
2001207090	2020-01-09-20:00	200701090
2001217090	2020-01-09-21:00	200701090
2001227090	2020-01-09-22:00	200701090
2001237090	2020-01-09-23:00	200701090
2001007301	2020-01-30-00:00	200701301
2001017301	2020-01-30-01:00	200701301
2001027301	2020-01-30-02:00	200701301
2001037301	2020-01-30-03:00	200701301
2001047301	2020-01-30-04:00	200701301
2001057301	2020-01-30-05:00	200701301
2001067301	2020-01-30-06:00	200701301
2001077301	2020-01-30-07:00	200701301
2001087301	2020-01-30-08:00	200701301
2001097301	2020-01-30-09:00	200701301
2001107301	2020-01-30-10:00	200701301
2001117301	2020-01-30-11:00	200701301
2001127301	2020-01-30-12:00	200701301
2001137301	2020-01-30-13:00	200701301
2001147301	2020-01-30-14:00	200701301
2001157301	2020-01-30-15:00	200701301
2001167301	2020-01-30-16:00	200701301
2001177301	2020-01-30-17:00	200701301
2001187301	2020-01-30-18:00	200701301
2001197301	2020-01-30-19:00	200701301
2001207301	2020-01-30-20:00	200701301
2001217301	2020-01-30-21:00	200701301
2001227301	2020-01-30-22:00	200701301
2001237301	2020-01-30-23:00	200701301
2002007010	2020-02-01-00:00	200702010
2002017010	2020-02-01-01:00	200702010
2002027010	2020-02-01-02:00	200702010
2002037010	2020-02-01-03:00	200702010
2002047010	2020-02-01-04:00	200702010
2002057010	2020-02-01-05:00	200702010
2002067010	2020-02-01-06:00	200702010
2002077010	2020-02-01-07:00	200702010
2002087010	2020-02-01-08:00	200702010
2002097010	2020-02-01-09:00	200702010
2002107010	2020-02-01-10:00	200702010
2002117010	2020-02-01-11:00	200702010
2002127010	2020-02-01-12:00	200702010
2002137010	2020-02-01-13:00	200702010
2002147010	2020-02-01-14:00	200702010
2002157010	2020-02-01-15:00	200702010
2002167010	2020-02-01-16:00	200702010
2002177010	2020-02-01-17:00	200702010
2002187010	2020-02-01-18:00	200702010
2002197010	2020-02-01-19:00	200702010
2002207010	2020-02-01-20:00	200702010
2002217010	2020-02-01-21:00	200702010
2002227010	2020-02-01-22:00	200702010
2002237010	2020-02-01-23:00	200702010
2002008061	2020-02-06-00:00	200802061
2002018061	2020-02-06-01:00	200802061
2002028061	2020-02-06-02:00	200802061
2002038061	2020-02-06-03:00	200802061
2002048061	2020-02-06-04:00	200802061
2002058061	2020-02-06-05:00	200802061
2002068061	2020-02-06-06:00	200802061
2002078061	2020-02-06-07:00	200802061
2002088061	2020-02-06-08:00	200802061
2002098061	2020-02-06-09:00	200802061
2002108061	2020-02-06-10:00	200802061
2002118061	2020-02-06-11:00	200802061
2002128061	2020-02-06-12:00	200802061
2002138061	2020-02-06-13:00	200802061
2002148061	2020-02-06-14:00	200802061
2002158061	2020-02-06-15:00	200802061
2002168061	2020-02-06-16:00	200802061
2002178061	2020-02-06-17:00	200802061
