LOAD_ZONE	TIMEPOINT	ev_bau_mw
Oahu	2001007090	6.24578809076
Oahu	2001007301	6.24578809076
Oahu	2001017090	4.0491895723
Oahu	2001017301	4.0491895723
Oahu	2001027090	2.57305916387
Oahu	2001027301	2.57305916387
Oahu	2001037090	1.6251114419
Oahu	2001037301	1.6251114419
Oahu	2001047090	1.17980442989
Oahu	2001047301	1.17980442989
Oahu	2001057090	1.74011584539
Oahu	2001057301	1.74011584539
Oahu	2001067090	4.32091053562
Oahu	2001067301	4.32091053562
Oahu	2001077090	10.2736118881
Oahu	2001077301	10.2736118881
Oahu	2001087090	16.1523002121
Oahu	2001087301	16.1523002121
Oahu	2001097090	15.0527944036
Oahu	2001097301	15.0527944036
Oahu	2001107090	11.3353269844
Oahu	2001107301	11.3353269844
Oahu	2001117090	8.84017172247
Oahu	2001117301	8.84017172247
Oahu	2001127090	8.97917882192
Oahu	2001127301	8.97917882192
Oahu	2001137090	10.4877740572
Oahu	2001137301	10.4877740572
Oahu	2001147090	11.1335063555
Oahu	2001147301	11.1335063555
Oahu	2001157090	12.0600022309
Oahu	2001157301	12.0600022309
Oahu	2001167090	14.1761698361
Oahu	2001167301	14.1761698361
Oahu	2001177090	17.5242383028
Oahu	2001177301	17.5242383028
Oahu	2001187090	19.8195231037
Oahu	2001187301	19.8195231037
Oahu	2001197090	19.132934088
Oahu	2001197301	19.132934088
Oahu	2001207090	17.7270517577
Oahu	2001207301	17.7270517577
Oahu	2001217090	15.7631480991
Oahu	2001217301	15.7631480991
Oahu	2001227090	12.6988897438
Oahu	2001227301	12.6988897438
Oahu	2001237090	9.16419383332
Oahu	2001237301	9.16419383332
Oahu	2002007010	6.24578809076
Oahu	2002008061	6.24578809076
Oahu	2002017010	4.0491895723
Oahu	2002018061	4.0491895723
Oahu	2002027010	2.57305916387
Oahu	2002028061	2.57305916387
Oahu	2002037010	1.6251114419
Oahu	2002038061	1.6251114419
Oahu	2002047010	1.17980442989
Oahu	2002048061	1.17980442989
Oahu	2002057010	1.74011584539
Oahu	2002058061	1.74011584539
Oahu	2002067010	4.32091053562
Oahu	2002068061	4.32091053562
Oahu	2002077010	10.2736118881
Oahu	2002078061	10.2736118881
Oahu	2002087010	16.1523002121
Oahu	2002088061	16.1523002121
Oahu	2002097010	15.0527944036
Oahu	2002098061	15.0527944036
Oahu	2002107010	11.3353269844
Oahu	2002108061	11.3353269844
Oahu	2002117010	8.84017172247
Oahu	2002118061	8.84017172247
Oahu	2002127010	8.97917882192
Oahu	2002128061	8.97917882192
Oahu	2002137010	10.4877740572
Oahu	2002138061	10.4877740572
Oahu	2002147010	11.1335063555
Oahu	2002148061	11.1335063555
Oahu	2002157010	12.0600022309
Oahu	2002158061	12.0600022309
Oahu	2002167010	14.1761698361
Oahu	2002168061	14.1761698361
Oahu	2002177010	17.5242383028
Oahu	2002178061	17.5242383028
Oahu	2002187010	19.8195231037
Oahu	2002188061	19.8195231037
