LOAD_ZONE	TIMEPOINT	lz_demand_mw
Oahu	2001007090	542.606852662
Oahu	2001017090	506.194871979
Oahu	2001027090	489.310588133
Oahu	2001037090	506.32985068
Oahu	2001047090	574.260593841
Oahu	2001057090	698.378589901
Oahu	2001067090	814.408780293
Oahu	2001077090	866.118942102
Oahu	2001087090	927.28928458
Oahu	2001097090	996.648701081
Oahu	2001107090	1029.70859626
Oahu	2001117090	1053.4994505
Oahu	2001127090	1057.12163072
Oahu	2001137090	1059.64132468
Oahu	2001147090	1058.3476987
Oahu	2001157090	1057.22283042
Oahu	2001167090	1037.0426221
Oahu	2001177090	1060.88991199
Oahu	2001187090	1113.16250794
Oahu	2001197090	1048.01008781
Oahu	2001207090	974.702509982
Oahu	2001217090	878.53746318
Oahu	2001227090	758.007868331
Oahu	2001237090	646.882087156
Oahu	2001007301	550.469670944
Oahu	2001017301	507.30848059
Oahu	2001027301	494.518733755
Oahu	2001037301	527.106134829
Oahu	2001047301	597.826598007
Oahu	2001057301	737.18654551
Oahu	2001067301	883.430681386
Oahu	2001077301	911.552388349
Oahu	2001087301	965.75972478
Oahu	2001097301	995.15253839
Oahu	2001107301	1003.65660849
Oahu	2001117301	1020.23715593
Oahu	2001127301	1028.66240835
Oahu	2001137301	1015.42268674
Oahu	2001147301	1016.18765759
Oahu	2001157301	1009.28094988
Oahu	2001167301	1011.90184354
Oahu	2001177301	1043.375636
Oahu	2001187301	1119.95675628
Oahu	2001197301	1049.44995216
Oahu	2001207301	958.571800003
Oahu	2001217301	852.40679504
Oahu	2001227301	722.596968236
Oahu	2001237301	615.408294693
Oahu	2002007010	578.422620202
Oahu	2002017010	540.919550244
Oahu	2002027010	524.035266399
Oahu	2002037010	537.803643143
Oahu	2002047010	607.804174145
Oahu	2002057010	757.985348995
Oahu	2002067010	895.444266361
Oahu	2002077010	924.623352252
Oahu	2002087010	983.971413612
Oahu	2002097010	1017.05382813
Oahu	2002107010	1036.69398433
Oahu	2002117010	1040.99092074
Oahu	2002127010	1043.74693041
Oahu	2002137010	1034.98416258
Oahu	2002147010	1007.41363009
Oahu	2002157010	996.333705008
Oahu	2002167010	972.34031406
Oahu	2002177010	996.761160446
Oahu	2002187010	1028.57246832
Oahu	2002197010	987.300979776
Oahu	2002207010	903.048386909
Oahu	2002217010	809.999247209
Oahu	2002227010	685.01514926
Oahu	2002237010	582.337139842
Oahu	2003007121	574.260593841
Oahu	2003017121	538.838502735
Oahu	2003027121	523.382823573
Oahu	2003037121	535.700144954
Oahu	2003047121	607.12928064
Oahu	2003057121	748.95269242
Oahu	2003067121	891.822154803
Oahu	2003077121	939.617796972
Oahu	2003087121	1002.71175758
Oahu	2003097121	1042.31832573
Oahu	2003107121	1062.07094129
Oahu	2003117121	1069.23634674
Oahu	2003127121	1082.08239191
Oahu	2003137121	1075.59187997
Oahu	2003147121	1071.09240686
Oahu	2003157121	1054.11818298
Oahu	2003167121	1042.03710866
Oahu	2003177121	1064.60189492
Oahu	2003187121	1107.15574978
Oahu	2003197121	1076.18809312
Oahu	2003207121	1000.84443779
Oahu	2003217121	897.277807148
Oahu	2003227121	758.502813119
Oahu	2003237121	646.42092137
Oahu	2004007091	535.238910512
Oahu	2004017091	501.774079227
Oahu	2004027091	489.198060111
Oahu	2004037091	500.649210948
Oahu	2004047091	566.937759019
Oahu	2004057091	705.892701763
Oahu	2004067091	838.604639293
Oahu	2004077091	907.885306776
Oahu	2004087091	966.063461185
Oahu	2004097091	1002.65545924
Oahu	2004107091	1034.73672451
Oahu	2004117091	1045.92910896
Oahu	2004127091	1058.67395444
Oahu	2004137091	1058.71885579
Oahu	2004147091	1055.60294869
Oahu	2004157091	1047.26777361
Oahu	2004167091	1030.56336983
Oahu	2004177091	1019.76466182
Oahu	2004187091	1067.57156365
Oahu	2004197091	1067.80787937
Oahu	2004207091	994.320146849
Oahu	2004217091	877.84005034
Oahu	2004227091	734.20561711
Oahu	2004237091	625.453360181
Oahu	2005007301	589.052639166
Oahu	2005017301	550.829637032
Oahu	2005027301	532.820484908
Oahu	2005037301	540.604554171
Oahu	2005047301	602.483569158
Oahu	2005057301	728.052620581
Oahu	2005067301	862.463120196
Oahu	2005077301	948.459245164
Oahu	2005087301	1017.61626227
Oahu	2005097301	1058.19020066
Oahu	2005107301	1087.63931261
Oahu	2005117301	1100.04650536
Oahu	2005127301	1097.5268114
Oahu	2005137301	1106.82949404
Oahu	2005147301	1119.39432214
Oahu	2005157301	1117.05450824
Oahu	2005167301	1099.14669313
Oahu	2005177301	1076.10941275
Oahu	2005187301	1056.18790217
Oahu	2005197301	1088.42666548
Oahu	2005207301	1030.3384511
Oahu	2005217301	926.389403689
Oahu	2005227301	791.877635719
Oahu	2005237301	675.644977276
Oahu	2006007051	601.594947934
Oahu	2006017051	561.875851766
Oahu	2006027051	567.545163173
Oahu	2006037051	580.04243327
Oahu	2006047051	643.091286549
Oahu	2006057051	768.367861236
Oahu	2006067051	908.695178981
Oahu	2006077051	994.995040354
Oahu	2006087051	1069.70884085
Oahu	2006097051	1110.71023467
Oahu	2006107051	1133.99509043
Oahu	2006117051	1145.50247095
Oahu	2006127051	1158.39341748
Oahu	2006137051	1159.75460147
Oahu	2006147051	1166.87496824
Oahu	2006157051	1157.0661498
Oahu	2006167051	1139.68685251
Oahu	2006177051	1123.78133589
Oahu	2006187051	1088.10040974
Oahu	2006197051	1112.80261051
Oahu	2006207051	1052.7233573
Oahu	2006217051	945.973330209
Oahu	2006227051	816.455980142
Oahu	2006237051	696.736257498
Oahu	2007007130	629.55915686
Oahu	2007017130	583.1133017
Oahu	2007027130	557.432608334
Oahu	2007037130	562.876932355
Oahu	2007047130	617.151826793
Oahu	2007057130	724.475547694
Oahu	2007067130	848.211058331
Oahu	2007077130	943.408597579
Oahu	2007087130	1017.00878946
Oahu	2007097130	1058.20146033
Oahu	2007107130	1070.38373435
Oahu	2007117130	1075.5806203
Oahu	2007127130	1074.16327529
Oahu	2007137130	1081.56499644
Oahu	2007147130	1081.22748103
Oahu	2007157130	1073.70217816
Oahu	2007167130	1052.81329733
Oahu	2007177130	1022.86930925
Oahu	2007187130	991.19298008
Oahu	2007197130	1022.99302828
Oahu	2007207130	978.76326799
Oahu	2007217130	907.547860023
Oahu	2007227130	816.05104404
Oahu	2007237130	712.135706978
Oahu	2007007191	653.507577794
Oahu	2007017191	610.267638421
Oahu	2007027191	588.265217639
Oahu	2007037191	595.554342114
