PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw	proj_capacity_limit_mw	proj_variable_om
Oahu_CentralTrackingPV_347_na	.	CentralTrackingPV	Oahu	428053.77442	24.70069739	.
Oahu_CentralTrackingPV_348_na	.	CentralTrackingPV	Oahu	428279.39301	5.761942301	.
Oahu_CentralTrackingPV_349_na	.	CentralTrackingPV	Oahu	428576.60699	31.15854121	.
Oahu_CentralTrackingPV_34_na	.	CentralTrackingPV	Oahu	444317.42297	39.93134093	.
Oahu_CentralTrackingPV_350_na	.	CentralTrackingPV	Oahu	428934.4749	54.29043168	.
Oahu_CentralTrackingPV_351_na	.	CentralTrackingPV	Oahu	429351.1696	17.91844736	.
Oahu_CentralTrackingPV_352_na	.	CentralTrackingPV	Oahu	429827.30483	32.24013507	.
Oahu_CentralTrackingPV_353_na	.	CentralTrackingPV	Oahu	430347.29829	46.59029696	.
Oahu_CentralTrackingPV_354_na	.	CentralTrackingPV	Oahu	430917.92893	46.43992944	.
Oahu_CentralTrackingPV_355_na	.	CentralTrackingPV	Oahu	431521.96116	17.80607494	.
Oahu_CentralTrackingPV_356_na	.	CentralTrackingPV	Oahu	433539.23191	2.915681658	.
Oahu_CentralTrackingPV_357_na	.	CentralTrackingPV	Oahu	434271.82115	41.71881474	.
Oahu_CentralTrackingPV_358_na	.	CentralTrackingPV	Oahu	435018.67601	57.12579598	.
Oahu_CentralTrackingPV_359_na	.	CentralTrackingPV	Oahu	435794.12043	24.07959107	.
Oahu_CentralTrackingPV_35_na	.	CentralTrackingPV	Oahu	444649.09026	7.723501657	.
Oahu_CentralTrackingPV_360_na	.	CentralTrackingPV	Oahu	436578.78524	57.16993438	.
Oahu_CentralTrackingPV_361_na	.	CentralTrackingPV	Oahu	437379.31452	56.349048	.
Oahu_CentralTrackingPV_362_na	.	CentralTrackingPV	Oahu	438203.29543	15.94830216	.
Oahu_CentralTrackingPV_363_na	.	CentralTrackingPV	Oahu	439030.95777	20.88058445	.
Oahu_CentralTrackingPV_364_na	.	CentralTrackingPV	Oahu	439870.10616	17.43725504	.
Oahu_CentralTrackingPV_365_na	.	CentralTrackingPV	Oahu	440729.21652	10.85087058	.
Oahu_CentralTrackingPV_366_na	.	CentralTrackingPV	Oahu	441588.19542	3.40345769	.
Oahu_CentralTrackingPV_367_na	.	CentralTrackingPV	Oahu	442455.65413	21.04287677	.
Oahu_CentralTrackingPV_368_na	.	CentralTrackingPV	Oahu	443340.68813	13.23069674	.
Oahu_CentralTrackingPV_369_na	.	CentralTrackingPV	Oahu	444222.93196	3.414873298	.
Oahu_CentralTrackingPV_36_na	.	CentralTrackingPV	Oahu	445401.98616	0.396102885	.
Oahu_CentralTrackingPV_370_na	.	CentralTrackingPV	Oahu	445111.56214	5.165288705	.
Oahu_CentralTrackingPV_371_na	.	CentralTrackingPV	Oahu	446016.11113	0.021432277	.
Oahu_CentralTrackingPV_372_na	.	CentralTrackingPV	Oahu	446915.98267	5.924514346	.
Oahu_CentralTrackingPV_373_na	.	CentralTrackingPV	Oahu	447820.75627	18.20186927	.
Oahu_CentralTrackingPV_374_na	.	CentralTrackingPV	Oahu	448730.03755	8.638903321	.
Oahu_CentralTrackingPV_375_na	.	CentralTrackingPV	Oahu	449653.75731	13.18910749	.
Oahu_CentralTrackingPV_376_na	.	CentralTrackingPV	Oahu	450571.06569	15.883151	.
Oahu_CentralTrackingPV_377_na	.	CentralTrackingPV	Oahu	451491.91485	1.630145328	.
Oahu_CentralTrackingPV_378_na	.	CentralTrackingPV	Oahu	427297.66579	0.380175075	.
Oahu_CentralTrackingPV_379_na	.	CentralTrackingPV	Oahu	427060.8128	33.09154429	.
Oahu_CentralTrackingPV_37_na	.	CentralTrackingPV	Oahu	448825.19251	0.24696	.
Oahu_CentralTrackingPV_380_na	.	CentralTrackingPV	Oahu	426899.70341	36.34355012	.
Oahu_CentralTrackingPV_381_na	.	CentralTrackingPV	Oahu	426820.64507	21.38357702	.
Oahu_CentralTrackingPV_382_na	.	CentralTrackingPV	Oahu	426824.77117	31.67154624	.
Oahu_CentralTrackingPV_383_na	.	CentralTrackingPV	Oahu	426910.66312	2.193461275	.
Oahu_CentralTrackingPV_384_na	.	CentralTrackingPV	Oahu	427642.21885	12.47729234	.
Oahu_CentralTrackingPV_385_na	.	CentralTrackingPV	Oahu	428025.84123	18.69924814	.
Oahu_CentralTrackingPV_386_na	.	CentralTrackingPV	Oahu	428470.72871	27.59465506	.
Oahu_CentralTrackingPV_387_na	.	CentralTrackingPV	Oahu	428976.94416	8.722090538	.
Oahu_CentralTrackingPV_388_na	.	CentralTrackingPV	Oahu	429527.45983	0.599825415	.
Oahu_CentralTrackingPV_389_na	.	CentralTrackingPV	Oahu	430129.09558	1.352847409	.
Oahu_CentralTrackingPV_38_na	.	CentralTrackingPV	Oahu	449988.51613	33.59983612	.
Oahu_CentralTrackingPV_390_na	.	CentralTrackingPV	Oahu	430763.43261	2.769167975	.
Oahu_CentralTrackingPV_391_na	.	CentralTrackingPV	Oahu	431440.08166	16.83044703	.
Oahu_CentralTrackingPV_392_na	.	CentralTrackingPV	Oahu	432139.91651	0.039357724	.
Oahu_CentralTrackingPV_393_na	.	CentralTrackingPV	Oahu	433625.78667	15.6750603	.
Oahu_CentralTrackingPV_394_na	.	CentralTrackingPV	Oahu	434397.57176	32.82988338	.
Oahu_CentralTrackingPV_395_na	.	CentralTrackingPV	Oahu	435196.91637	28.7927635	.
Oahu_CentralTrackingPV_396_na	.	CentralTrackingPV	Oahu	436003.94087	42.59923991	.
Oahu_CentralTrackingPV_397_na	.	CentralTrackingPV	Oahu	436825.60095	32.24933821	.
Oahu_CentralTrackingPV_398_na	.	CentralTrackingPV	Oahu	437669.75208	16.20848388	.
Oahu_CentralTrackingPV_399_na	.	CentralTrackingPV	Oahu	438516.23399	16.68532882	.
Oahu_CentralTrackingPV_39_na	.	CentralTrackingPV	Oahu	450603.76084	57.89878068	.
Oahu_CentralTrackingPV_3_na	.	CentralTrackingPV	Oahu	450362.09909	11.00940983	.
Oahu_CentralTrackingPV_400_na	.	CentralTrackingPV	Oahu	439373.14311	18.4581608	.
Oahu_CentralTrackingPV_401_na	.	CentralTrackingPV	Oahu	440249.20049	15.24164079	.
Oahu_CentralTrackingPV_402_na	.	CentralTrackingPV	Oahu	441123.99824	0.34296864	.
Oahu_CentralTrackingPV_403_na	.	CentralTrackingPV	Oahu	442006.40114	5.851767695	.
Oahu_CentralTrackingPV_404_na	.	CentralTrackingPV	Oahu	442905.71621	8.247545956	.
Oahu_CentralTrackingPV_405_na	.	CentralTrackingPV	Oahu	443801.31538	11.96830882	.
Oahu_CentralTrackingPV_406_na	.	CentralTrackingPV	Oahu	444702.5894	0.019211165	.
Oahu_CentralTrackingPV_407_na	.	CentralTrackingPV	Oahu	446530.47542	0.812637723	.
Oahu_CentralTrackingPV_408_na	.	CentralTrackingPV	Oahu	447446.02619	8.017527	.
Oahu_CentralTrackingPV_409_na	.	CentralTrackingPV	Oahu	448365.54593	2.777795026	.
Oahu_CentralTrackingPV_40_na	.	CentralTrackingPV	Oahu	451228.83951	10.24769199	.
Oahu_CentralTrackingPV_410_na	.	CentralTrackingPV	Oahu	449299.10771	16.01901776	.
Oahu_CentralTrackingPV_411_na	.	CentralTrackingPV	Oahu	450225.67625	19.04168056	.
Oahu_CentralTrackingPV_412_na	.	CentralTrackingPV	Oahu	451155.34632	12.68207496	.
Oahu_CentralTrackingPV_413_na	.	CentralTrackingPV	Oahu	452087.88476	11.15996964	.
Oahu_CentralTrackingPV_414_na	.	CentralTrackingPV	Oahu	427090.60304	17.67689846	.
Oahu_CentralTrackingPV_415_na	.	CentralTrackingPV	Oahu	426679.59749	6.108431873	.
Oahu_CentralTrackingPV_416_na	.	CentralTrackingPV	Oahu	426087.6432	6.790187226	.
Oahu_CentralTrackingPV_417_na	.	CentralTrackingPV	Oahu	425912.2378	3.813996006	.
Oahu_CentralTrackingPV_418_na	.	CentralTrackingPV	Oahu	425826.03408	8.806806603	.
Oahu_CentralTrackingPV_419_na	.	CentralTrackingPV	Oahu	426107.60686	4.09836	.
Oahu_CentralTrackingPV_41_na	.	CentralTrackingPV	Oahu	441979.41714	0.243690367	.
Oahu_CentralTrackingPV_420_na	.	CentralTrackingPV	Oahu	426372.02965	0.326506051	.
Oahu_CentralTrackingPV_421_na	.	CentralTrackingPV	Oahu	426717.84776	29.41538967	.
Oahu_CentralTrackingPV_422_na	.	CentralTrackingPV	Oahu	427130.79499	48.46837726	.
Oahu_CentralTrackingPV_423_na	.	CentralTrackingPV	Oahu	427607.36188	13.88423952	.
Oahu_CentralTrackingPV_424_na	.	CentralTrackingPV	Oahu	428146.91694	0.082252027	.
Oahu_CentralTrackingPV_425_na	.	CentralTrackingPV	Oahu	429365.89091	0.023494951	.
Oahu_CentralTrackingPV_426_na	.	CentralTrackingPV	Oahu	430032.51516	27.09771191	.
Oahu_CentralTrackingPV_427_na	.	CentralTrackingPV	Oahu	430740.66156	18.62991238	.
Oahu_CentralTrackingPV_428_na	.	CentralTrackingPV	Oahu	431470.28555	0.030107044	.
Oahu_CentralTrackingPV_429_na	.	CentralTrackingPV	Oahu	433011.56247	0.106308754	.
Oahu_CentralTrackingPV_42_na	.	CentralTrackingPV	Oahu	442126.31373	27.55774789	.
Oahu_CentralTrackingPV_430_na	.	CentralTrackingPV	Oahu	433808.60671	14.12674681	.
Oahu_CentralTrackingPV_431_na	.	CentralTrackingPV	Oahu	434631.98389	9.785118169	.
Oahu_CentralTrackingPV_432_na	.	CentralTrackingPV	Oahu	435461.33784	16.72741995	.
Oahu_CentralTrackingPV_433_na	.	CentralTrackingPV	Oahu	436303.96982	2.098344061	.
Oahu_CentralTrackingPV_434_na	.	CentralTrackingPV	Oahu	437168.02682	15.51011779	.
Oahu_CentralTrackingPV_435_na	.	CentralTrackingPV	Oahu	438032.98689	22.20602147	.
Oahu_CentralTrackingPV_436_na	.	CentralTrackingPV	Oahu	438907.25421	12.12808531	.
Oahu_CentralTrackingPV_437_na	.	CentralTrackingPV	Oahu	439799.80486	4.763484961	.
Oahu_CentralTrackingPV_438_na	.	CentralTrackingPV	Oahu	441586.78008	6.965752319	.
Oahu_CentralTrackingPV_439_na	.	CentralTrackingPV	Oahu	442499.84879	2.432513223	.
Oahu_CentralTrackingPV_43_na	.	CentralTrackingPV	Oahu	442306.56516	33.65269293	.
Oahu_CentralTrackingPV_440_na	.	CentralTrackingPV	Oahu	443408.27266	0.10648827	.
Oahu_CentralTrackingPV_441_na	.	CentralTrackingPV	Oahu	448026.98063	1.373560621	.
Oahu_CentralTrackingPV_442_na	.	CentralTrackingPV	Oahu	448969.87099	5.016303411	.
Oahu_CentralTrackingPV_443_na	.	CentralTrackingPV	Oahu	449905.20237	7.587645639	.
Oahu_CentralTrackingPV_444_na	.	CentralTrackingPV	Oahu	450843.20713	9.883233419	.
Oahu_CentralTrackingPV_445_na	.	CentralTrackingPV	Oahu	451783.68083	31.1437339	.
Oahu_CentralTrackingPV_446_na	.	CentralTrackingPV	Oahu	452737.04404	1.915190748	.
Oahu_CentralTrackingPV_447_na	.	CentralTrackingPV	Oahu	426208.62656	24.057883	.
Oahu_CentralTrackingPV_448_na	.	CentralTrackingPV	Oahu	425764.05378	19.70844837	.
Oahu_CentralTrackingPV_449_na	.	CentralTrackingPV	Oahu	425429.99864	0.275620091	.
Oahu_CentralTrackingPV_44_na	.	CentralTrackingPV	Oahu	442520.92249	16.71297943	.
Oahu_CentralTrackingPV_450_na	.	CentralTrackingPV	Oahu	425806.06529	37.85288772	.
Oahu_CentralTrackingPV_451_na	.	CentralTrackingPV	Oahu	426252.57959	19.83862866	.
Oahu_CentralTrackingPV_452_na	.	CentralTrackingPV	Oahu	426764.82929	18.24456113	.
Oahu_CentralTrackingPV_453_na	.	CentralTrackingPV	Oahu	427341.32707	0.667657539	.
Oahu_CentralTrackingPV_454_na	.	CentralTrackingPV	Oahu	429333.4339	12.98830494	.
Oahu_CentralTrackingPV_455_na	.	CentralTrackingPV	Oahu	430074.50026	5.877177255	.
Oahu_CentralTrackingPV_456_na	.	CentralTrackingPV	Oahu	430834.8901	14.48902548	.
Oahu_CentralTrackingPV_457_na	.	CentralTrackingPV	Oahu	432432.51174	1.57684742	.
Oahu_CentralTrackingPV_458_na	.	CentralTrackingPV	Oahu	433254.89229	12.34757555	.
Oahu_CentralTrackingPV_459_na	.	CentralTrackingPV	Oahu	434102.18681	12.10054446	.
Oahu_CentralTrackingPV_45_na	.	CentralTrackingPV	Oahu	442771.56484	20.99776229	.
Oahu_CentralTrackingPV_460_na	.	CentralTrackingPV	Oahu	434953.60693	25.36761545	.
Oahu_CentralTrackingPV_461_na	.	CentralTrackingPV	Oahu	435816.83339	20.59993892	.
Oahu_CentralTrackingPV_462_na	.	CentralTrackingPV	Oahu	436700.32708	20.98091528	.
Oahu_CentralTrackingPV_463_na	.	CentralTrackingPV	Oahu	437583.23752	10.16213759	.
Oahu_CentralTrackingPV_464_na	.	CentralTrackingPV	Oahu	438474.29	7.125581045	.
Oahu_CentralTrackingPV_465_na	.	CentralTrackingPV	Oahu	439382.72307	0.18816	.
Oahu_CentralTrackingPV_466_na	.	CentralTrackingPV	Oahu	441198.21512	0.31752	.
Oahu_CentralTrackingPV_467_na	.	CentralTrackingPV	Oahu	449610.33636	5.368432415	.
Oahu_CentralTrackingPV_468_na	.	CentralTrackingPV	Oahu	450556.14086	12.51361908	.
Oahu_CentralTrackingPV_469_na	.	CentralTrackingPV	Oahu	451504.03075	31.72261013	.
Oahu_CentralTrackingPV_46_na	.	CentralTrackingPV	Oahu	443052.03119	30.22262269	.
Oahu_CentralTrackingPV_470_na	.	CentralTrackingPV	Oahu	452464.5303	6.450825837	.
Oahu_CentralTrackingPV_471_na	.	CentralTrackingPV	Oahu	425893.88886	2.671334977	.
Oahu_CentralTrackingPV_472_na	.	CentralTrackingPV	Oahu	425347.26962	40.00139089	.
Oahu_CentralTrackingPV_473_na	.	CentralTrackingPV	Oahu	424864.007327	8.253493376	.
Oahu_CentralTrackingPV_474_na	.	CentralTrackingPV	Oahu	423843.039576	6.781254413	.
Oahu_CentralTrackingPV_475_na	.	CentralTrackingPV	Oahu	424180.475365	0.011050578	.
Oahu_CentralTrackingPV_476_na	.	CentralTrackingPV	Oahu	424498.823768	0.770478841	.
Oahu_CentralTrackingPV_477_na	.	CentralTrackingPV	Oahu	424910.347388	12.37391186	.
Oahu_CentralTrackingPV_478_na	.	CentralTrackingPV	Oahu	425395.46223	4.138444824	.
Oahu_CentralTrackingPV_479_na	.	CentralTrackingPV	Oahu	425947.94275	41.95849621	.
Oahu_CentralTrackingPV_47_na	.	CentralTrackingPV	Oahu	443367.6389	51.44082726	.
Oahu_CentralTrackingPV_480_na	.	CentralTrackingPV	Oahu	426565.28293	40.21758747	.
Oahu_CentralTrackingPV_481_na	.	CentralTrackingPV	Oahu	427225.04586	7.840078814	.
Oahu_CentralTrackingPV_482_na	.	CentralTrackingPV	Oahu	427934.37691	3.580375424	.
Oahu_CentralTrackingPV_483_na	.	CentralTrackingPV	Oahu	428671.07416	5.743879764	.
Oahu_CentralTrackingPV_484_na	.	CentralTrackingPV	Oahu	429446.19999	0.030960611	.
Oahu_CentralTrackingPV_485_na	.	CentralTrackingPV	Oahu	430238.01391	11.19914108	.
Oahu_CentralTrackingPV_486_na	.	CentralTrackingPV	Oahu	431051.25074	0.024117937	.
Oahu_CentralTrackingPV_487_na	.	CentralTrackingPV	Oahu	433610.52642	0.00588	.
Oahu_CentralTrackingPV_488_na	.	CentralTrackingPV	Oahu	434483.47495	12.7229731	.
Oahu_CentralTrackingPV_489_na	.	CentralTrackingPV	Oahu	435366.66733	14.84999497	.
Oahu_CentralTrackingPV_48_na	.	CentralTrackingPV	Oahu	443710.33906	17.18474712	.
Oahu_CentralTrackingPV_490_na	.	CentralTrackingPV	Oahu	436268.89794	6.362085083	.
Oahu_CentralTrackingPV_491_na	.	CentralTrackingPV	Oahu	437169.02504	7.843060338	.
Oahu_CentralTrackingPV_492_na	.	CentralTrackingPV	Oahu	438076.10411	2.343262426	.
Oahu_CentralTrackingPV_493_na	.	CentralTrackingPV	Oahu	448390.58606	0.04704	.
Oahu_CentralTrackingPV_494_na	.	CentralTrackingPV	Oahu	449341.73807	5.274141971	.
Oahu_CentralTrackingPV_495_na	.	CentralTrackingPV	Oahu	450294.75951	21.43559565	.
Oahu_CentralTrackingPV_496_na	.	CentralTrackingPV	Oahu	451249.503	26.76076379	.
Oahu_CentralTrackingPV_497_na	.	CentralTrackingPV	Oahu	452216.58995	13.04983559	.
Oahu_CentralTrackingPV_498_na	.	CentralTrackingPV	Oahu	425103.98881	6.179163698	.
Oahu_CentralTrackingPV_499_na	.	CentralTrackingPV	Oahu	424512.136146	33.67698915	.
Oahu_CentralTrackingPV_49_na	.	CentralTrackingPV	Oahu	444086.73101	0.02352	.
Oahu_CentralTrackingPV_4_na	.	CentralTrackingPV	Oahu	450750.81838	28.16867258	.
Oahu_CentralTrackingPV_500_na	.	CentralTrackingPV	Oahu	423984.117791	6.35300621	.
Oahu_CentralTrackingPV_501_na	.	CentralTrackingPV	Oahu	422849.844704	4.590665587	.
Oahu_CentralTrackingPV_502_na	.	CentralTrackingPV	Oahu	422978.94072	9.07452315	.
Oahu_CentralTrackingPV_503_na	.	CentralTrackingPV	Oahu	423228.236356	37.96725002	.
Oahu_CentralTrackingPV_504_na	.	CentralTrackingPV	Oahu	423582.040396	21.46691636	.
Oahu_CentralTrackingPV_505_na	.	CentralTrackingPV	Oahu	424035.473723	8.693332917	.
Oahu_CentralTrackingPV_506_na	.	CentralTrackingPV	Oahu	424565.117066	26.44733571	.
Oahu_CentralTrackingPV_507_na	.	CentralTrackingPV	Oahu	425162.88911	22.06352624	.
Oahu_CentralTrackingPV_508_na	.	CentralTrackingPV	Oahu	425825.14138	10.36332789	.
Oahu_CentralTrackingPV_509_na	.	CentralTrackingPV	Oahu	426527.38949	33.62832999	.
Oahu_CentralTrackingPV_50_na	.	CentralTrackingPV	Oahu	448592.38796	0.019815424	.
Oahu_CentralTrackingPV_510_na	.	CentralTrackingPV	Oahu	427277.13856	12.48061362	.
Oahu_CentralTrackingPV_511_na	.	CentralTrackingPV	Oahu	428051.02872	3.83025502	.
Oahu_CentralTrackingPV_512_na	.	CentralTrackingPV	Oahu	428860.91086	0.169238425	.
Oahu_CentralTrackingPV_513_na	.	CentralTrackingPV	Oahu	429684.35531	0.51156	.
Oahu_CentralTrackingPV_514_na	.	CentralTrackingPV	Oahu	434053.72564	9.681059074	.
Oahu_CentralTrackingPV_515_na	.	CentralTrackingPV	Oahu	434955.97411	9.939358595	.
Oahu_CentralTrackingPV_516_na	.	CentralTrackingPV	Oahu	448141.92244	3.821309052	.
Oahu_CentralTrackingPV_517_na	.	CentralTrackingPV	Oahu	449100.02844	3.796024182	.
Oahu_CentralTrackingPV_518_na	.	CentralTrackingPV	Oahu	450059.63776	7.68114002	.
Oahu_CentralTrackingPV_519_na	.	CentralTrackingPV	Oahu	451020.63033	18.67725635	.
Oahu_CentralTrackingPV_51_na	.	CentralTrackingPV	Oahu	449197.20518	39.59373641	.
Oahu_CentralTrackingPV_520_na	.	CentralTrackingPV	Oahu	451993.71728	20.88487177	.
Oahu_CentralTrackingPV_521_na	.	CentralTrackingPV	Oahu	452957.17665	0.02352	.
Oahu_CentralTrackingPV_522_na	.	CentralTrackingPV	Oahu	421857.268649	2.342822026	.
Oahu_CentralTrackingPV_523_na	.	CentralTrackingPV	Oahu	422004.745152	15.66275646	.
Oahu_CentralTrackingPV_524_na	.	CentralTrackingPV	Oahu	422287.505525	17.85778016	.
Oahu_CentralTrackingPV_525_na	.	CentralTrackingPV	Oahu	422684.801857	11.17929911	.
Oahu_CentralTrackingPV_526_na	.	CentralTrackingPV	Oahu	423188.129345	1.301991901	.
Oahu_CentralTrackingPV_527_na	.	CentralTrackingPV	Oahu	424417.633287	0.438944455	.
Oahu_CentralTrackingPV_528_na	.	CentralTrackingPV	Oahu	425128.77676	30.44461897	.
Oahu_CentralTrackingPV_529_na	.	CentralTrackingPV	Oahu	425876.12372	12.02291158	.
Oahu_CentralTrackingPV_52_na	.	CentralTrackingPV	Oahu	449826.48186	58.20057388	.
Oahu_CentralTrackingPV_530_na	.	CentralTrackingPV	Oahu	426667.83749	25.32384608	.
Oahu_CentralTrackingPV_531_na	.	CentralTrackingPV	Oahu	427479.60688	11.7021166	.
Oahu_CentralTrackingPV_532_na	.	CentralTrackingPV	Oahu	428324.3026	1.529147049	.
Oahu_CentralTrackingPV_533_na	.	CentralTrackingPV	Oahu	429178.97839	5.041440162	.
Oahu_CentralTrackingPV_534_na	.	CentralTrackingPV	Oahu	447921.42643	3.422599869	.
Oahu_CentralTrackingPV_535_na	.	CentralTrackingPV	Oahu	448885.78308	11.79809049	.
Oahu_CentralTrackingPV_536_na	.	CentralTrackingPV	Oahu	449851.3073	34.93807029	.
Oahu_CentralTrackingPV_537_na	.	CentralTrackingPV	Oahu	450817.90476	23.76075801	.
Oahu_CentralTrackingPV_538_na	.	CentralTrackingPV	Oahu	451796.36801	6.755255775	.
Oahu_CentralTrackingPV_539_na	.	CentralTrackingPV	Oahu	452764.87682	4.317111964	.
Oahu_CentralTrackingPV_53_na	.	CentralTrackingPV	Oahu	450465.31129	7.425116924	.
Oahu_CentralTrackingPV_540_na	.	CentralTrackingPV	Oahu	421037.43887	0.468078782	.
Oahu_CentralTrackingPV_541_na	.	CentralTrackingPV	Oahu	421363.390035	2.629370798	.
Oahu_CentralTrackingPV_542_na	.	CentralTrackingPV	Oahu	422377.806638	4.556438754	.
Oahu_CentralTrackingPV_543_na	.	CentralTrackingPV	Oahu	423017.818263	29.58868778	.
Oahu_CentralTrackingPV_544_na	.	CentralTrackingPV	Oahu	423722.383318	5.609809777	.
Oahu_CentralTrackingPV_545_na	.	CentralTrackingPV	Oahu	424485.835882	17.60519674	.
Oahu_CentralTrackingPV_546_na	.	CentralTrackingPV	Oahu	425280.0699	12.29872384	.
Oahu_CentralTrackingPV_547_na	.	CentralTrackingPV	Oahu	426114.36109	9.72089047	.
Oahu_CentralTrackingPV_548_na	.	CentralTrackingPV	Oahu	426963.77848	3.558246749	.
Oahu_CentralTrackingPV_549_na	.	CentralTrackingPV	Oahu	427842.47948	0.663366949	.
Oahu_CentralTrackingPV_54_na	.	CentralTrackingPV	Oahu	440879.05787	2.326110934	.
Oahu_CentralTrackingPV_550_na	.	CentralTrackingPV	Oahu	428727.21732	1.822351721	.
Oahu_CentralTrackingPV_551_na	.	CentralTrackingPV	Oahu	444815.28166	0.027217726	.
Oahu_CentralTrackingPV_552_na	.	CentralTrackingPV	Oahu	445782.00934	0.336191558	.
Oahu_CentralTrackingPV_553_na	.	CentralTrackingPV	Oahu	446749.87422	3.496739075	.
Oahu_CentralTrackingPV_554_na	.	CentralTrackingPV	Oahu	447729.66755	4.715618147	.
Oahu_CentralTrackingPV_555_na	.	CentralTrackingPV	Oahu	448699.52604	13.19569665	.
Oahu_CentralTrackingPV_556_na	.	CentralTrackingPV	Oahu	449670.25132	37.78578354	.
Oahu_CentralTrackingPV_557_na	.	CentralTrackingPV	Oahu	450641.77266	45.20823338	.
Oahu_CentralTrackingPV_558_na	.	CentralTrackingPV	Oahu	451624.95492	47.98643755	.
Oahu_CentralTrackingPV_559_na	.	CentralTrackingPV	Oahu	452597.89232	32.79834602	.
Oahu_CentralTrackingPV_55_na	.	CentralTrackingPV	Oahu	440993.00842	12.95972786	.
Oahu_CentralTrackingPV_560_na	.	CentralTrackingPV	Oahu	420080.959624	0.67032	.
Oahu_CentralTrackingPV_561_na	.	CentralTrackingPV	Oahu	422324.858745	0.339598573	.
Oahu_CentralTrackingPV_562_na	.	CentralTrackingPV	Oahu	423090.042787	1.980153734	.
Oahu_CentralTrackingPV_563_na	.	CentralTrackingPV	Oahu	423907.894958	7.759274842	.
Oahu_CentralTrackingPV_564_na	.	CentralTrackingPV	Oahu	424749.360686	1.62243165	.
Oahu_CentralTrackingPV_565_na	.	CentralTrackingPV	Oahu	425625.43733	0.079996077	.
Oahu_CentralTrackingPV_566_na	.	CentralTrackingPV	Oahu	426511.02032	2.481841484	.
Oahu_CentralTrackingPV_567_na	.	CentralTrackingPV	Oahu	427421.81883	0.035859268	.
Oahu_CentralTrackingPV_568_na	.	CentralTrackingPV	Oahu	444636.74983	0.494772571	.
Oahu_CentralTrackingPV_569_na	.	CentralTrackingPV	Oahu	445609.12975	1.085621783	.
Oahu_CentralTrackingPV_56_na	.	CentralTrackingPV	Oahu	441145.50919	50.30344543	.
Oahu_CentralTrackingPV_570_na	.	CentralTrackingPV	Oahu	446582.30593	5.675207685	.
Oahu_CentralTrackingPV_571_na	.	CentralTrackingPV	Oahu	447567.15366	18.94899126	.
Oahu_CentralTrackingPV_572_na	.	CentralTrackingPV	Oahu	448541.7238	17.56366453	.
Oahu_CentralTrackingPV_573_na	.	CentralTrackingPV	Oahu	449516.89923	56.49106005	.
Oahu_CentralTrackingPV_574_na	.	CentralTrackingPV	Oahu	450492.63016	56.68667746	.
Oahu_CentralTrackingPV_575_na	.	CentralTrackingPV	Oahu	451479.84383	39.20728722	.
Oahu_CentralTrackingPV_576_na	.	CentralTrackingPV	Oahu	452456.56194	0.735108302	.
Oahu_CentralTrackingPV_577_na	.	CentralTrackingPV	Oahu	419605.017278	0.088127617	.
Oahu_CentralTrackingPV_578_na	.	CentralTrackingPV	Oahu	422536.464478	0.075355862	.
Oahu_CentralTrackingPV_579_na	.	CentralTrackingPV	Oahu	423408.368728	3.980732114	.
Oahu_CentralTrackingPV_57_na	.	CentralTrackingPV	Oahu	441332.5358	21.8116913	.
Oahu_CentralTrackingPV_580_na	.	CentralTrackingPV	Oahu	424295.196204	0.178279526	.
Oahu_CentralTrackingPV_581_na	.	CentralTrackingPV	Oahu	425210.34454	0.189221487	.
Oahu_CentralTrackingPV_582_na	.	CentralTrackingPV	Oahu	444490.68967	0.810482207	.
Oahu_CentralTrackingPV_583_na	.	CentralTrackingPV	Oahu	445467.7427	5.663149804	.
Oahu_CentralTrackingPV_584_na	.	CentralTrackingPV	Oahu	446445.30584	9.251039162	.
Oahu_CentralTrackingPV_585_na	.	CentralTrackingPV	Oahu	447434.3246	30.67088854	.
Oahu_CentralTrackingPV_586_na	.	CentralTrackingPV	Oahu	448412.77975	19.5820904	.
Oahu_CentralTrackingPV_587_na	.	CentralTrackingPV	Oahu	449391.62186	34.36665997	.
Oahu_CentralTrackingPV_588_na	.	CentralTrackingPV	Oahu	450370.81888	16.87568197	.
Oahu_CentralTrackingPV_589_na	.	CentralTrackingPV	Oahu	451361.34986	0.758067211	.
Oahu_CentralTrackingPV_58_na	.	CentralTrackingPV	Oahu	441554.81702	1.922108496	.
Oahu_CentralTrackingPV_590_na	.	CentralTrackingPV	Oahu	418238.979054	3.11052	.
Oahu_CentralTrackingPV_591_na	.	CentralTrackingPV	Oahu	418812.436318	0.182352383	.
Oahu_CentralTrackingPV_592_na	.	CentralTrackingPV	Oahu	423001.9569	0.373936598	.
Oahu_CentralTrackingPV_593_na	.	CentralTrackingPV	Oahu	423929.264745	0.065882726	.
Oahu_CentralTrackingPV_594_na	.	CentralTrackingPV	Oahu	443397.19629	0.3234	.
Oahu_CentralTrackingPV_595_na	.	CentralTrackingPV	Oahu	444377.58575	1.015768259	.
Oahu_CentralTrackingPV_596_na	.	CentralTrackingPV	Oahu	445358.28845	21.0312945	.
Oahu_CentralTrackingPV_597_na	.	CentralTrackingPV	Oahu	446339.27508	28.69629565	.
Oahu_CentralTrackingPV_598_na	.	CentralTrackingPV	Oahu	447331.54647	45.57180978	.
