PROJECT	proj_dbid	proj_gen_tech	proj_load_zone	proj_connect_cost_per_mw	proj_capacity_limit_mw	proj_variable_om
Oahu_CentralTrackingPV_159_na	.	CentralTrackingPV	Oahu	433845.60735	0.00588	.
Oahu_CentralTrackingPV_15_na	.	CentralTrackingPV	Oahu	452974.5715	10.4549209	.
Oahu_CentralTrackingPV_160_na	.	CentralTrackingPV	Oahu	433795.44115	0.6468	.
Oahu_CentralTrackingPV_161_na	.	CentralTrackingPV	Oahu	433797.69298	0.358769023	.
Oahu_CentralTrackingPV_162_na	.	CentralTrackingPV	Oahu	436491.44215	0.22932	.
Oahu_CentralTrackingPV_163_na	.	CentralTrackingPV	Oahu	439924.50065	0.551871281	.
Oahu_CentralTrackingPV_164_na	.	CentralTrackingPV	Oahu	440582.55814	0.515549815	.
Oahu_CentralTrackingPV_165_na	.	CentralTrackingPV	Oahu	441261.09319	10.85943165	.
Oahu_CentralTrackingPV_166_na	.	CentralTrackingPV	Oahu	441966.49842	35.48228721	.
Oahu_CentralTrackingPV_167_na	.	CentralTrackingPV	Oahu	442681.65409	27.93776552	.
Oahu_CentralTrackingPV_168_na	.	CentralTrackingPV	Oahu	443412.97439	44.59106809	.
Oahu_CentralTrackingPV_169_na	.	CentralTrackingPV	Oahu	444167.70884	34.90732102	.
Oahu_CentralTrackingPV_16_na	.	CentralTrackingPV	Oahu	453561.09666	10.34286102	.
Oahu_CentralTrackingPV_170_na	.	CentralTrackingPV	Oahu	444927.95714	35.10756709	.
Oahu_CentralTrackingPV_171_na	.	CentralTrackingPV	Oahu	445700.99707	43.18736618	.
Oahu_CentralTrackingPV_172_na	.	CentralTrackingPV	Oahu	446494.7695	50.40528788	.
Oahu_CentralTrackingPV_173_na	.	CentralTrackingPV	Oahu	447290.76315	37.47181249	.
Oahu_CentralTrackingPV_174_na	.	CentralTrackingPV	Oahu	433908.15981	0.643265444	.
Oahu_CentralTrackingPV_175_na	.	CentralTrackingPV	Oahu	433598.21334	3.168577402	.
Oahu_CentralTrackingPV_176_na	.	CentralTrackingPV	Oahu	433333.35324	11.26312545	.
Oahu_CentralTrackingPV_177_na	.	CentralTrackingPV	Oahu	433121.55594	9.681817947	.
Oahu_CentralTrackingPV_178_na	.	CentralTrackingPV	Oahu	432802.82396	0.7938	.
Oahu_CentralTrackingPV_179_na	.	CentralTrackingPV	Oahu	432859.68876	0.04116	.
Oahu_CentralTrackingPV_17_na	.	CentralTrackingPV	Oahu	446207.67519	29.1126982	.
Oahu_CentralTrackingPV_180_na	.	CentralTrackingPV	Oahu	432972.00993	0.00588	.
Oahu_CentralTrackingPV_181_na	.	CentralTrackingPV	Oahu	433354.77115	0.01176	.
Oahu_CentralTrackingPV_182_na	.	CentralTrackingPV	Oahu	435627.45201	0.651166664	.
Oahu_CentralTrackingPV_183_na	.	CentralTrackingPV	Oahu	436148.78398	15.6013943	.
Oahu_CentralTrackingPV_184_na	.	CentralTrackingPV	Oahu	436697.01405	10.06084246	.
Oahu_CentralTrackingPV_185_na	.	CentralTrackingPV	Oahu	439183.75789	0.960219384	.
Oahu_CentralTrackingPV_186_na	.	CentralTrackingPV	Oahu	439861.47597	14.12978254	.
Oahu_CentralTrackingPV_187_na	.	CentralTrackingPV	Oahu	440559.20617	37.82651042	.
Oahu_CentralTrackingPV_188_na	.	CentralTrackingPV	Oahu	441283.49998	31.13877955	.
Oahu_CentralTrackingPV_189_na	.	CentralTrackingPV	Oahu	442016.78398	31.02552019	.
Oahu_CentralTrackingPV_18_na	.	CentralTrackingPV	Oahu	446519.34686	40.32014061	.
Oahu_CentralTrackingPV_190_na	.	CentralTrackingPV	Oahu	442765.66354	53.09244242	.
Oahu_CentralTrackingPV_191_na	.	CentralTrackingPV	Oahu	443537.56372	19.48274875	.
Oahu_CentralTrackingPV_192_na	.	CentralTrackingPV	Oahu	444314.19874	39.58424205	.
Oahu_CentralTrackingPV_193_na	.	CentralTrackingPV	Oahu	445103.04273	32.76982058	.
Oahu_CentralTrackingPV_194_na	.	CentralTrackingPV	Oahu	445912.21165	54.26605844	.
Oahu_CentralTrackingPV_195_na	.	CentralTrackingPV	Oahu	446722.86319	40.9922556	.
Oahu_CentralTrackingPV_196_na	.	CentralTrackingPV	Oahu	447543.14853	21.83438716	.
Oahu_CentralTrackingPV_197_na	.	CentralTrackingPV	Oahu	432647.93353	2.545524512	.
Oahu_CentralTrackingPV_198_na	.	CentralTrackingPV	Oahu	432368.64811	9.274009476	.
Oahu_CentralTrackingPV_199_na	.	CentralTrackingPV	Oahu	432144.99769	16.9487427	.
Oahu_CentralTrackingPV_19_na	.	CentralTrackingPV	Oahu	446862.40808	1.476491073	.
Oahu_CentralTrackingPV_1_na	.	CentralTrackingPV	Oahu	449664.84498	0.094138388	.
Oahu_CentralTrackingPV_200_na	.	CentralTrackingPV	Oahu	431975.65969	6.893289569	.
Oahu_CentralTrackingPV_201_na	.	CentralTrackingPV	Oahu	431861.31932	3.168493056	.
Oahu_CentralTrackingPV_202_na	.	CentralTrackingPV	Oahu	431808.00517	4.639082419	.
Oahu_CentralTrackingPV_203_na	.	CentralTrackingPV	Oahu	431868.28582	0.821396104	.
Oahu_CentralTrackingPV_204_na	.	CentralTrackingPV	Oahu	431987.22582	1.346395024	.
Oahu_CentralTrackingPV_205_na	.	CentralTrackingPV	Oahu	432160.9989	3.493357932	.
Oahu_CentralTrackingPV_206_na	.	CentralTrackingPV	Oahu	432391.79544	12.7148525	.
Oahu_CentralTrackingPV_207_na	.	CentralTrackingPV	Oahu	432672.36907	8.702380149	.
Oahu_CentralTrackingPV_208_na	.	CentralTrackingPV	Oahu	433002.5507	15.35576397	.
Oahu_CentralTrackingPV_209_na	.	CentralTrackingPV	Oahu	433384.16037	11.47993708	.
Oahu_CentralTrackingPV_20_na	.	CentralTrackingPV	Oahu	447228.36124	1.991767327	.
Oahu_CentralTrackingPV_210_na	.	CentralTrackingPV	Oahu	433805.86691	8.207579507	.
Oahu_CentralTrackingPV_211_na	.	CentralTrackingPV	Oahu	434274.18233	0.10584	.
Oahu_CentralTrackingPV_212_na	.	CentralTrackingPV	Oahu	434775.78018	1.961844095	.
Oahu_CentralTrackingPV_213_na	.	CentralTrackingPV	Oahu	435319.02887	23.51144826	.
Oahu_CentralTrackingPV_214_na	.	CentralTrackingPV	Oahu	435889.0985	22.19664413	.
Oahu_CentralTrackingPV_215_na	.	CentralTrackingPV	Oahu	437777.54094	16.9570356	.
Oahu_CentralTrackingPV_216_na	.	CentralTrackingPV	Oahu	438461.81687	50.99769489	.
Oahu_CentralTrackingPV_217_na	.	CentralTrackingPV	Oahu	439159.83994	56.13180206	.
Oahu_CentralTrackingPV_218_na	.	CentralTrackingPV	Oahu	439877.30045	27.96664382	.
Oahu_CentralTrackingPV_219_na	.	CentralTrackingPV	Oahu	440620.92187	41.37999119	.
Oahu_CentralTrackingPV_21_na	.	CentralTrackingPV	Oahu	451585.77042	0.079941725	.
Oahu_CentralTrackingPV_220_na	.	CentralTrackingPV	Oahu	441372.67662	32.90632187	.
Oahu_CentralTrackingPV_221_na	.	CentralTrackingPV	Oahu	442139.37587	32.93553172	.
Oahu_CentralTrackingPV_222_na	.	CentralTrackingPV	Oahu	442928.6308	20.30455447	.
Oahu_CentralTrackingPV_223_na	.	CentralTrackingPV	Oahu	443721.77448	26.59923154	.
Oahu_CentralTrackingPV_224_na	.	CentralTrackingPV	Oahu	444526.48766	35.5218952	.
Oahu_CentralTrackingPV_225_na	.	CentralTrackingPV	Oahu	445351.06855	52.53690803	.
Oahu_CentralTrackingPV_226_na	.	CentralTrackingPV	Oahu	446176.35007	34.97856052	.
Oahu_CentralTrackingPV_227_na	.	CentralTrackingPV	Oahu	447010.67788	29.26784986	.
Oahu_CentralTrackingPV_228_na	.	CentralTrackingPV	Oahu	447862.87626	11.74690152	.
Oahu_CentralTrackingPV_229_na	.	CentralTrackingPV	Oahu	431702.9198	2.61394515	.
Oahu_CentralTrackingPV_22_na	.	CentralTrackingPV	Oahu	452174.49239	40.86313265	.
Oahu_CentralTrackingPV_230_na	.	CentralTrackingPV	Oahu	431407.61609	0.005133486	.
Oahu_CentralTrackingPV_231_na	.	CentralTrackingPV	Oahu	431170.73945	0.596715895	.
Oahu_CentralTrackingPV_232_na	.	CentralTrackingPV	Oahu	430991.14869	13.05694392	.
Oahu_CentralTrackingPV_233_na	.	CentralTrackingPV	Oahu	430869.77872	15.12866399	.
Oahu_CentralTrackingPV_234_na	.	CentralTrackingPV	Oahu	430810.37214	21.23438663	.
Oahu_CentralTrackingPV_235_na	.	CentralTrackingPV	Oahu	430813.24652	7.291001044	.
Oahu_CentralTrackingPV_236_na	.	CentralTrackingPV	Oahu	430877.36634	26.59555167	.
Oahu_CentralTrackingPV_237_na	.	CentralTrackingPV	Oahu	431003.73491	27.39541841	.
Oahu_CentralTrackingPV_238_na	.	CentralTrackingPV	Oahu	431188.12995	41.88882111	.
Oahu_CentralTrackingPV_239_na	.	CentralTrackingPV	Oahu	431432.6572	29.8222642	.
Oahu_CentralTrackingPV_23_na	.	CentralTrackingPV	Oahu	452773.4926	16.22182604	.
Oahu_CentralTrackingPV_240_na	.	CentralTrackingPV	Oahu	431729.38407	38.40863467	.
Oahu_CentralTrackingPV_241_na	.	CentralTrackingPV	Oahu	432077.86546	40.33784807	.
Oahu_CentralTrackingPV_242_na	.	CentralTrackingPV	Oahu	432479.73203	41.12655496	.
Oahu_CentralTrackingPV_243_na	.	CentralTrackingPV	Oahu	432922.78759	45.77722894	.
Oahu_CentralTrackingPV_244_na	.	CentralTrackingPV	Oahu	433413.63142	42.8826163	.
Oahu_CentralTrackingPV_245_na	.	CentralTrackingPV	Oahu	433938.08901	53.28223214	.
Oahu_CentralTrackingPV_246_na	.	CentralTrackingPV	Oahu	434504.73563	47.20494055	.
Oahu_CentralTrackingPV_247_na	.	CentralTrackingPV	Oahu	435097.96607	12.96313851	.
Oahu_CentralTrackingPV_248_na	.	CentralTrackingPV	Oahu	437054.39436	39.11349937	.
Oahu_CentralTrackingPV_249_na	.	CentralTrackingPV	Oahu	437760.46708	56.35459818	.
Oahu_CentralTrackingPV_24_na	.	CentralTrackingPV	Oahu	444955.46264	3.60646456	.
Oahu_CentralTrackingPV_250_na	.	CentralTrackingPV	Oahu	438479.39374	26.25746569	.
Oahu_CentralTrackingPV_251_na	.	CentralTrackingPV	Oahu	439217.06425	47.26877578	.
Oahu_CentralTrackingPV_252_na	.	CentralTrackingPV	Oahu	439980.38927	47.70434197	.
Oahu_CentralTrackingPV_253_na	.	CentralTrackingPV	Oahu	440750.89033	43.18919533	.
Oahu_CentralTrackingPV_254_na	.	CentralTrackingPV	Oahu	441535.6002	26.86070081	.
Oahu_CentralTrackingPV_255_na	.	CentralTrackingPV	Oahu	442342.32759	25.61986761	.
Oahu_CentralTrackingPV_256_na	.	CentralTrackingPV	Oahu	443152.03144	34.94834287	.
Oahu_CentralTrackingPV_257_na	.	CentralTrackingPV	Oahu	443972.60965	34.02905073	.
Oahu_CentralTrackingPV_258_na	.	CentralTrackingPV	Oahu	444812.54969	41.23039605	.
Oahu_CentralTrackingPV_259_na	.	CentralTrackingPV	Oahu	445652.36798	41.99070824	.
Oahu_CentralTrackingPV_25_na	.	CentralTrackingPV	Oahu	445251.10533	31.61903819	.
Oahu_CentralTrackingPV_260_na	.	CentralTrackingPV	Oahu	446500.61054	42.16572468	.
Oahu_CentralTrackingPV_261_na	.	CentralTrackingPV	Oahu	447366.27471	32.63012052	.
Oahu_CentralTrackingPV_262_na	.	CentralTrackingPV	Oahu	448229.51829	16.74957388	.
Oahu_CentralTrackingPV_263_na	.	CentralTrackingPV	Oahu	449099.37402	0.247885911	.
Oahu_CentralTrackingPV_264_na	.	CentralTrackingPV	Oahu	449975.34867	0.035459137	.
Oahu_CentralTrackingPV_265_na	.	CentralTrackingPV	Oahu	430764.11966	0.793833281	.
Oahu_CentralTrackingPV_266_na	.	CentralTrackingPV	Oahu	430450.94302	17.65477777	.
Oahu_CentralTrackingPV_267_na	.	CentralTrackingPV	Oahu	430199.22397	27.21667224	.
Oahu_CentralTrackingPV_268_na	.	CentralTrackingPV	Oahu	429878.74824	28.67006059	.
Oahu_CentralTrackingPV_269_na	.	CentralTrackingPV	Oahu	429815.43105	57.6175112	.
Oahu_CentralTrackingPV_26_na	.	CentralTrackingPV	Oahu	445926.21378	1.784240842	.
Oahu_CentralTrackingPV_270_na	.	CentralTrackingPV	Oahu	429818.56058	43.89138882	.
Oahu_CentralTrackingPV_271_na	.	CentralTrackingPV	Oahu	429887.02729	23.71792187	.
Oahu_CentralTrackingPV_272_na	.	CentralTrackingPV	Oahu	430021.79166	41.50378022	.
Oahu_CentralTrackingPV_273_na	.	CentralTrackingPV	Oahu	430218.15045	55.95410787	.
Oahu_CentralTrackingPV_274_na	.	CentralTrackingPV	Oahu	430478.07027	33.82085689	.
Oahu_CentralTrackingPV_275_na	.	CentralTrackingPV	Oahu	430792.80207	51.15712049	.
Oahu_CentralTrackingPV_276_na	.	CentralTrackingPV	Oahu	431161.5491	43.58382811	.
Oahu_CentralTrackingPV_277_na	.	CentralTrackingPV	Oahu	431585.69002	40.31130248	.
Oahu_CentralTrackingPV_278_na	.	CentralTrackingPV	Oahu	432052.04626	51.39454986	.
Oahu_CentralTrackingPV_279_na	.	CentralTrackingPV	Oahu	432567.29065	41.11671514	.
Oahu_CentralTrackingPV_27_na	.	CentralTrackingPV	Oahu	446303.1714	16.48902348	.
Oahu_CentralTrackingPV_280_na	.	CentralTrackingPV	Oahu	433116.31834	57.94393641	.
Oahu_CentralTrackingPV_281_na	.	CentralTrackingPV	Oahu	433707.92372	41.21800165	.
Oahu_CentralTrackingPV_282_na	.	CentralTrackingPV	Oahu	434325.67838	3.828276782	.
Oahu_CentralTrackingPV_283_na	.	CentralTrackingPV	Oahu	435654.65796	9.424621972	.
Oahu_CentralTrackingPV_284_na	.	CentralTrackingPV	Oahu	436353.11898	52.43855262	.
Oahu_CentralTrackingPV_285_na	.	CentralTrackingPV	Oahu	437081.67093	44.21857118	.
Oahu_CentralTrackingPV_286_na	.	CentralTrackingPV	Oahu	437822.03307	51.62328519	.
Oahu_CentralTrackingPV_287_na	.	CentralTrackingPV	Oahu	438580.31814	57.91609743	.
Oahu_CentralTrackingPV_288_na	.	CentralTrackingPV	Oahu	439363.6413	55.96857985	.
Oahu_CentralTrackingPV_289_na	.	CentralTrackingPV	Oahu	440153.08076	27.65939913	.
Oahu_CentralTrackingPV_28_na	.	CentralTrackingPV	Oahu	446706.26881	0.31817709	.
Oahu_CentralTrackingPV_290_na	.	CentralTrackingPV	Oahu	440955.90785	38.91188598	.
Oahu_CentralTrackingPV_291_na	.	CentralTrackingPV	Oahu	441780.14068	42.41340618	.
Oahu_CentralTrackingPV_292_na	.	CentralTrackingPV	Oahu	442606.37422	34.01820825	.
Oahu_CentralTrackingPV_293_na	.	CentralTrackingPV	Oahu	443442.73377	36.58669482	.
Oahu_CentralTrackingPV_294_na	.	CentralTrackingPV	Oahu	444297.90287	31.51624302	.
Oahu_CentralTrackingPV_295_na	.	CentralTrackingPV	Oahu	445152.09178	31.73981223	.
Oahu_CentralTrackingPV_296_na	.	CentralTrackingPV	Oahu	446014.0521	36.15734476	.
Oahu_CentralTrackingPV_297_na	.	CentralTrackingPV	Oahu	446892.95717	34.83953945	.
Oahu_CentralTrackingPV_298_na	.	CentralTrackingPV	Oahu	447768.70248	10.20664209	.
Oahu_CentralTrackingPV_299_na	.	CentralTrackingPV	Oahu	448650.50207	22.16825326	.
Oahu_CentralTrackingPV_29_na	.	CentralTrackingPV	Oahu	450773.91268	9.850221629	.
Oahu_CentralTrackingPV_2_na	.	CentralTrackingPV	Oahu	450001.34604	3.456943199	.
Oahu_CentralTrackingPV_300_na	.	CentralTrackingPV	Oahu	449537.89229	18.65330101	.
Oahu_CentralTrackingPV_301_na	.	CentralTrackingPV	Oahu	450440.50984	6.199226876	.
Oahu_CentralTrackingPV_302_na	.	CentralTrackingPV	Oahu	429499.49219	36.17517039	.
Oahu_CentralTrackingPV_303_na	.	CentralTrackingPV	Oahu	429231.01345	50.51610915	.
Oahu_CentralTrackingPV_304_na	.	CentralTrackingPV	Oahu	429026.73511	46.37729732	.
Oahu_CentralTrackingPV_305_na	.	CentralTrackingPV	Oahu	428888.33758	56.68625963	.
Oahu_CentralTrackingPV_306_na	.	CentralTrackingPV	Oahu	428820.54648	57.76690706	.
Oahu_CentralTrackingPV_307_na	.	CentralTrackingPV	Oahu	428823.96354	44.37004831	.
Oahu_CentralTrackingPV_308_na	.	CentralTrackingPV	Oahu	428897.39326	40.43371307	.
Oahu_CentralTrackingPV_309_na	.	CentralTrackingPV	Oahu	429041.72123	48.85818334	.
Oahu_CentralTrackingPV_30_na	.	CentralTrackingPV	Oahu	451375.82759	56.51729297	.
Oahu_CentralTrackingPV_310_na	.	CentralTrackingPV	Oahu	429251.65087	36.51203188	.
Oahu_CentralTrackingPV_311_na	.	CentralTrackingPV	Oahu	429528.93224	54.65746151	.
Oahu_CentralTrackingPV_312_na	.	CentralTrackingPV	Oahu	429863.83395	57.93796693	.
Oahu_CentralTrackingPV_313_na	.	CentralTrackingPV	Oahu	430255.11017	38.45968787	.
Oahu_CentralTrackingPV_314_na	.	CentralTrackingPV	Oahu	430703.80878	32.01334361	.
Oahu_CentralTrackingPV_315_na	.	CentralTrackingPV	Oahu	431195.63349	34.22849419	.
Oahu_CentralTrackingPV_316_na	.	CentralTrackingPV	Oahu	431737.31622	38.44285396	.
Oahu_CentralTrackingPV_317_na	.	CentralTrackingPV	Oahu	432312.73578	54.16462383	.
Oahu_CentralTrackingPV_318_na	.	CentralTrackingPV	Oahu	432930.92417	7.584396286	.
Oahu_CentralTrackingPV_319_na	.	CentralTrackingPV	Oahu	434247.17299	3.542361707	.
Oahu_CentralTrackingPV_31_na	.	CentralTrackingPV	Oahu	451987.81383	15.80458932	.
Oahu_CentralTrackingPV_320_na	.	CentralTrackingPV	Oahu	434953.74463	50.26948965	.
Oahu_CentralTrackingPV_321_na	.	CentralTrackingPV	Oahu	435675.94068	57.81104394	.
Oahu_CentralTrackingPV_322_na	.	CentralTrackingPV	Oahu	436427.57226	33.41417897	.
Oahu_CentralTrackingPV_323_na	.	CentralTrackingPV	Oahu	437189.81004	56.89017078	.
Oahu_CentralTrackingPV_324_na	.	CentralTrackingPV	Oahu	437969.01606	58.21803327	.
Oahu_CentralTrackingPV_325_na	.	CentralTrackingPV	Oahu	438772.52948	56.66367654	.
Oahu_CentralTrackingPV_326_na	.	CentralTrackingPV	Oahu	439580.9976	14.46220609	.
Oahu_CentralTrackingPV_327_na	.	CentralTrackingPV	Oahu	440401.94794	32.32477979	.
Oahu_CentralTrackingPV_328_na	.	CentralTrackingPV	Oahu	441243.62024	27.50367747	.
Oahu_CentralTrackingPV_329_na	.	CentralTrackingPV	Oahu	442086.25873	5.831516968	.
Oahu_CentralTrackingPV_32_na	.	CentralTrackingPV	Oahu	443499.1171	0.017579436	.
Oahu_CentralTrackingPV_330_na	.	CentralTrackingPV	Oahu	442938.22598	20.09957107	.
Oahu_CentralTrackingPV_331_na	.	CentralTrackingPV	Oahu	443808.40774	18.57489561	.
Oahu_CentralTrackingPV_332_na	.	CentralTrackingPV	Oahu	444676.72059	12.86891199	.
Oahu_CentralTrackingPV_333_na	.	CentralTrackingPV	Oahu	445552.12598	19.66657516	.
Oahu_CentralTrackingPV_334_na	.	CentralTrackingPV	Oahu	446443.97534	8.891711833	.
Oahu_CentralTrackingPV_335_na	.	CentralTrackingPV	Oahu	447331.91317	3.125047716	.
Oahu_CentralTrackingPV_336_na	.	CentralTrackingPV	Oahu	448225.33551	38.06457596	.
Oahu_CentralTrackingPV_337_na	.	CentralTrackingPV	Oahu	449123.81168	17.66426434	.
Oahu_CentralTrackingPV_338_na	.	CentralTrackingPV	Oahu	450037.12564	15.68540415	.
Oahu_CentralTrackingPV_339_na	.	CentralTrackingPV	Oahu	450944.62677	3.952699993	.
Oahu_CentralTrackingPV_33_na	.	CentralTrackingPV	Oahu	444012.20791	35.52480189	.
Oahu_CentralTrackingPV_340_na	.	CentralTrackingPV	Oahu	428544.55677	16.29903158	.
Oahu_CentralTrackingPV_341_na	.	CentralTrackingPV	Oahu	428256.81277	15.45715667	.
Oahu_CentralTrackingPV_342_na	.	CentralTrackingPV	Oahu	428037.34026	55.38060277	.
Oahu_CentralTrackingPV_343_na	.	CentralTrackingPV	Oahu	427888.38585	51.08284908	.
Oahu_CentralTrackingPV_344_na	.	CentralTrackingPV	Oahu	427815.36989	32.485282	.
Oahu_CentralTrackingPV_345_na	.	CentralTrackingPV	Oahu	427819.11803	47.86501712	.
Oahu_CentralTrackingPV_346_na	.	CentralTrackingPV	Oahu	427898.33256	49.96632718	.
